,id,ticker,buy_time,buy_price,buy_sum,buy_commission,sell_time,sell_price,sell_sum,sell_commission,stocks_number,status,gain_coef,lose_coef,trailing_LIT_gain_coef,trailing_ratio,profit,buy_order_id,limit_if_touched_order_id,stop_order_id,trailing_LIT_order_id,trailing_stop_limit_order_id,buy_condition_type,tech_indicators,timezone,stop_limit_sell_order_id
202,5.0,CB,2024-09-24 00:14:57.862,292.53,3217.83,1.02,2024-09-24 01:20:03.342,292.4403,3216.8433,1.101,11.0,completed,1.005,0.995,1.006,0.12,-3.107700000000383,FA1982ABD18004A000,,FA1982AC21253B2000,FA1982AC218A04A000,FA1982AC22197B2000,1h,"mv :0.98, mv_2m:-0.55,    mv_5m : -1.29, mv_30m : -4.58, mv_60m: 0.34",E. Australia Standard Time,
203,0.0,CL,2024-09-24 01:11:04.697,103.83,3218.73,1.08,2024-09-24 02:32:19.639,103.9705,3223.0855,1.18,31.0,completed,1.005,0.995,1.006,0.16,2.09550000000012,FA1982B8A9643B2000,,FA1982B90DC03B2000,FA1982B90E3604A000,FA1982B90EE0FB2000,not 9:30 0.4% or 9:30 0.4%,"mv :-0.71, mv_2m:0.29,    mv_5m : 0.18, mv_30m : 2.01, mv_60m: 4.75",E. Australia Standard Time,
204,1.0,MDLZ,2024-09-24 01:11:15.466,74.8093,3291.6092,,2024-09-24 02:29:55.072,74.9301,3296.9244,1.22,44.0,completed,1.005,0.995,1.006,0.2,,FA1982B8B3E43B2000,,FA1982B90C4104A000,FA1982B90CADBB2000,FA1982B90D3CBB2000,not 9:30 0.4% or 9:30 0.4%,"mv :-0.50, mv_2m:0.50,    mv_5m : 0.17, mv_30m : 1.96, mv_60m: 5.01",E. Australia Standard Time,
205,0.0,CVS,2024-09-24 01:38:36.879,57.98,3246.88,1.16,2024-09-24 02:38:31.429,57.9442,3244.8752,1.26,56.0,completed,1.005,0.995,1.006,0.12,-4.424799999999705,FA1982BEF6CF04A000,,FA1982BF740C7B2000,FA1982BF74853B2000,FA1982BF751544A000,not 9:30 0.4% or 9:30 0.4%,"mv :-1.32, mv_2m:0.16,    mv_5m : 0.12, mv_30m : 0.16, mv_60m: 1.53",E. Australia Standard Time,
206,1.0,NOC,2024-09-24 01:41:48.299,530.74,3184.44,1.01,2024-09-24 02:55:22.458,529.96,3179.76,1.11,6.0,completed,1.005,0.995,1.006,0.12,-6.799999999999836,FA1982BFB1BFBB2000,,FA1982BFF7827B2000,FA1982BFF7E83B2000,FA1982BFF883BB2000,not 9:30 0.4% or 9:30 0.4%,"mv :-1.39, mv_2m:-0.67,    mv_5m : -0.48, mv_30m : 3.21, mv_60m: 3.87",E. Australia Standard Time,
207,0.0,LIN,2024-09-24 01:48:04.841,478.73,2872.38,1.01,2024-09-24 02:54:12.389,478.14,2868.84,1.1,6.0,completed,1.005,0.995,1.006,0.12,-5.649999999999963,FA1982C1217404A000,,FA1982C24834BB2000,FA1982C248A544A000,FA1982C249317B2000,not 9:30 0.4% or 9:30 0.4%,"mv :0.08, mv_2m:1.08,    mv_5m : 1.83, mv_30m : 4.18, mv_60m: 4.23",E. Australia Standard Time,
208,0.0,CVS,2024-09-24 02:01:13.538,57.85,3297.45,1.16,2024-09-24 03:06:28.253,57.85,3297.45,1.26,57.0,completed,1.005,0.995,1.006,0.12,-2.42,FA1982C423A9FB2000,,FA1982C44A7B44A000,FA1982C44AE604A000,FA1982C44B6F84A000,not 9:30 0.4% or 9:30 0.4%,"mv :-2.57, mv_2m:0.18,    mv_5m : -0.27, mv_30m : -0.69, mv_60m: 0.07",E. Australia Standard Time,
209,1.0,HD,2024-09-24 02:01:24.877,390.08,3120.64,1.01,2024-09-24 03:08:29.144,389.97,3119.76,1.11,8.0,completed,1.005,0.995,1.006,0.12,-2.999999999999654,FA1982C42EBB04A000,,FA1982C4492204A000,FA1982C4498B84A000,FA1982C44A16C4A000,not 9:30 0.4% or 9:30 0.4%,"mv :-2.53, mv_2m:0.22,    mv_5m : -0.48, mv_30m : -0.67, mv_60m: -0.18",E. Australia Standard Time,
210,2.0,CDNS,2024-09-24 02:18:20.789,275.55,3031.05,1.02,2024-09-24 03:21:06.064,275.38,3029.18,1.11,11.0,completed,1.005,0.995,1.006,0.12,-4.000000000000346,FA1982C80ED084A000,,FA1982C84736C4A000,FA1982C847AF7B2000,FA1982C8483FFB2000,not 9:30 0.4% or 9:30 0.4%,"mv :-5.34, mv_2m:0.30,    mv_5m : -1.08, mv_30m : -7.31, mv_60m: -1.14",E. Australia Standard Time,
211,3.0,FTNT,2024-09-24 02:18:36.244,77.77,3266.34,1.12,2024-09-24 03:28:14.220,77.73,3264.66,1.22,42.0,completed,1.005,0.995,1.006,0.12,-4.019999999999836,FA1982C81DE87B2000,,FA1982C866F3C4A000,FA1982C86763C4A000,FA1982C867FB44A000,not 9:30 0.4% or 9:30 0.4%,"mv :-4.94, mv_2m:0.70,    mv_5m : -0.65, mv_30m : -8.83, mv_60m: -3.15",E. Australia Standard Time,
212,0.0,AEP,2024-09-24 02:26:16.314,102.95,3294.4,1.09,2024-09-24 03:30:45.518,102.83,3290.56,1.19,32.0,completed,1.005,0.995,1.006,0.12,-6.120000000000146,FA1982C9DF3004A000,,FA1982CA11673B2000,FA1982CA11D37B2000,FA1982CA126E44A000,not 9:30 0.4% or 9:30 0.4%,"mv :-0.65, mv_2m:0.39,    mv_5m : 0.73, mv_30m : -3.95, mv_60m: -3.01",E. Australia Standard Time,
213,1.0,AMD,2024-09-24 02:35:08.735,156.43,3285.03,,2024-09-24 03:33:02.919,156.24,3281.04,1.15,21.0,completed,1.005,0.995,1.006,0.12,,FA1982CBE723BB2000,,FA1982CC3F1284A000,FA1982CC3F7D7B2000,FA1982CC400EC4A000,not 9:30 0.4% or 9:30 0.4%,"mv :-0.54, mv_2m:0.69,    mv_5m : -0.33, mv_30m : 0.34, mv_60m: -2.24",E. Australia Standard Time,
214,0.0,FDX,2024-09-24 02:54:04.627,259.65,3115.8,1.03,2024-09-24 03:56:27.416,259.09,3109.08,1.13,12.0,completed,1.005,0.995,1.006,0.12,-8.880000000000255,FA1982D03C6004A000,,FA1982D1A2F47B2000,FA1982D1A35C7B2000,FA1982D1A3F444A000,not 9:30 0.4% or 9:30 0.4%,"mv :-1.07, mv_2m:-0.07,    mv_5m : 0.23, mv_30m : 0.05, mv_60m: -2.00",E. Australia Standard Time,
215,0.0,NEE,2024-09-25 01:12:02.641,84.95,3228.1,1.1,2024-09-25 02:39:47.580,84.8029,3222.5102,1.2,38.0,completed,1.005,0.995,1.006,0.1,-7.889800000000196,FA198402793404A000,,FA198405765D84A000,FA19840636D3BB2000,,not 9:30 0.4% or 9:30 0.4%,"mv :2.42, mv_2m:0.16,    mv_5m : -0.27, mv_30m : 2.53, mv_60m: -3.06",E. Australia Standard Time,
216,0.0,NOW,2024-09-25 02:14:03.326,923.5,2770.5,1.0,2024-09-25 03:23:38.704,921.14,2763.42,1.09,3.0,completed,1.005,0.995,1.006,0.3,-9.169999999999927,FA198410AAA984A000,,FA1984122A0184A000,FA1984122A6C7B2000,FA19841121F7FB2000,not 9:30 0.4% or 9:30 0.4%,"mv :-3.03, mv_2m:0.28,    mv_5m : -0.12, mv_30m : -2.47, mv_60m: -5.61",E. Australia Standard Time,
217,0.0,CRM,2024-09-25 02:17:32.561,268.81,3225.72,1.03,2024-09-25 04:18:36.906,268.9436,3227.3232,1.13,12.0,completed,1.005,0.995,1.006,0.1,-0.5567999999999849,FA19841176FAFB2000,,FA198412327A44A000,FA19841232DE04A000,FA19841969B7BB2000,c2 or c32,"mv :-0.78, mv_2m:0.31,    mv_5m : 0.73, mv_30m : -6.70, mv_60m: -20.63",E. Australia Standard Time,
218,0.0,QCOM,2024-09-25 02:28:17.975,168.6469,3204.2911,1.05,2024-09-25 03:33:34.979,168.2141,3196.0679,1.15,19.0,completed,1.005,0.995,1.006,0.3,-10.42319999999991,FA198413ED4844A000,,FA1984141264C4A000,FA19841412CC44A000,FA198413F20D7B2000,not 9:30 0.4% or 9:30 0.4%,"mv :-1.42, mv_2m:-0.42,    mv_5m : -1.45, mv_30m : -3.03, mv_60m: -6.11",E. Australia Standard Time,
219,0.0,DIS,2024-09-25 03:31:52.655,93.48,3271.8,1.1,2024-09-25 06:54:05.038,93.7103,3279.8605,1.2,35.0,completed,1.005,0.995,1.006,0.02,5.760500000000047,FA1984227A84BB2000,,,,FA19842F629BFB2000,1230,"mv :-3.41, mv_2m:0.08,    mv_5m : -0.16, mv_30m : -0.40, mv_60m: 1.43",E. Australia Standard Time,
220,1.0,CHTR,2024-09-25 03:32:40.022,325.74,3257.4,1.02,2024-09-25 00:26:12.009,328.6101,3286.101,1.12,10.0,completed,1.005,0.995,1.006,0.3,26.56099999999957,FA198422A8C684A000,,,,FA19842E248A44A000,1230,"mv :-3.54, mv_2m:-0.05,    mv_5m : -0.54, mv_30m : -0.58, mv_60m: 3.89",E. Australia Standard Time,
221,0.0,QCOM,2024-09-25 23:32:50.955,166.73,3167.87,1.111,1971-01-01 00:00:00.000,,0.0,0.0,19.0,cancelled,1.005,0.995,1.006,0.3,0.0,FA1985355BEDC4A000,,,,,930-47,"mv :2.99, mv_2m:-1.73,    mv_5m : 1.54, mv_30m : -0.43, mv_60m: 1.73",E. Australia Standard Time,
222,1.0,MCHP,2024-09-25 23:35:34.961,76.9292,3231.0264,1.12,2024-09-26 00:34:58.162,76.8791,3228.9222,1.22,42.0,completed,1.005,0.995,1.006,0.3,-4.444199999999764,FA198535FC1744A000,,,,FA198536D6ADBB2000,930-47,"mv :-4.65, mv_2m:-0.03,    mv_5m : -0.65, mv_30m : 0.15, mv_60m: 0.54",E. Australia Standard Time,
223,2.0,PGR,2024-09-25 23:39:03.290,256.92,3083.04,1.03,2024-09-26 00:41:50.253,257.0,3084.0,1.13,12.0,completed,1.005,0.995,1.006,0.3,-1.199999999999964,FA198536C79304A000,,FA198537335844A000,FA19853733C07B2000,FA198538754504A000,930-47,"mv :-7.58, mv_2m:-1.24,    mv_5m : -1.59, mv_30m : 0.62, mv_60m: 0.35",E. Australia Standard Time,
224,3.0,V,2024-09-25 23:40:26.504,271.5,3258.0,1.03,2024-09-26 00:46:30.555,271.85,3262.2,1.13,12.0,completed,1.005,0.995,1.006,0.3,2.040000000000273,FA19853718CD3B2000,,FA1985373274FB2000,FA19853732E584A000,FA19853968F4FB2000,930-47,"mv :-8.36, mv_2m:-2.21,    mv_5m : -4.70, mv_30m : -11.43, mv_60m: -12.74",E. Australia Standard Time,
225,4.0,BIIB,2024-09-25 23:46:00.847,193.0,3281.0,1.04,2024-09-26 00:44:54.111,192.58,3273.86,1.17,17.0,completed,1.005,0.995,1.006,0.3,-9.349999999999872,FA1985385F4DBB2000,,FA198538852F3B2000,FA198538859DBB2000,FA1985391FFAC4A000,930-47,"mv :-8.44, mv_2m:-0.06,    mv_5m : -0.28, mv_30m : -0.88, mv_60m: -0.81",E. Australia Standard Time,
